id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value,attributes/3/trait_type,attributes/3/value,attributes/4/trait_type,attributes/4/value,attributes/5/trait_type,attributes/5/value
9462,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Light rain
9463,Planet,Lusa South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Star dust
9464,Planet,Lusa North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Ocean winds
9465,Planet,Lusa South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Clear
9466,Planet,Lusa North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Light rain
9467,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Light rain
9468,Planet,Lusa North,Object,Battle Axe,Rarity,1,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Clear
9469,Planet,Lusa South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Light rain
9470,Planet,Lusa North,Object,The Eternal Torch,Rarity,4,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Ocean winds
9471,Planet,Lusa South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Double rainbow
9472,Planet,Lusa North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Clear
9473,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Clear
9474,Planet,Lusa North,Object,Cristallian Staff,Rarity,12,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Ocean winds
9475,Planet,Lusa South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Rain drops
9476,Planet,Lusa North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Rain drops
9477,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Light rain
9478,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Light rain
9479,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Clear
9480,Planet,Lusa South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Heavy rain
9481,Planet,Lusa North,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Double rainbow
9482,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Clear
9483,Planet,Lusa North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Clear
9484,Planet,Lusa North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Heavy rain
9485,Planet,Lusa South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Light rain
9486,Planet,Lusa North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Clear
9487,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Heavy rain
9488,Planet,Lusa South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Rain drops
9489,Planet,Lusa South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Light rain
9490,Planet,Lusa South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Heavy rain
9491,Planet,Lusa South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Star dust
9492,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Ocean winds
9493,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Clear
9494,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Lusan F,Light,Ocean reflection,Weather,Clear
9495,Planet,Lusa North,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Double rainbow
9496,Planet,Lusa North,Object,Staff of Zando,Rarity,16,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Rain drops
9497,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Clear
9498,Planet,Lusa South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Gredican M,Light,Ocean reflection,Weather,Light rain
9499,Planet,Lusa South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Double rainbow
9500,Planet,Lusa South,Object,The Eternal Torch,Rarity,4,Inhabitant,Gredican M,Light,Ocean reflection,Weather,Heavy rain
9501,Planet,Lusa South,Object,Cristallian Sword,Rarity,29,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Clear
9502,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Rain drops
9503,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Heavy rain
9504,Planet,Lusa South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Ocean winds
9505,Planet,Lusa South,Object,The Eternal Torch,Rarity,4,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Clear
9506,Planet,Lusa South,Object,Battle Axe,Rarity,1,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Clear
9507,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Clear
9508,Planet,Lusa North,Object,Battle Shovel,Rarity,2,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Ocean winds
9509,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Light rain
9510,Planet,Lusa South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Heavy rain
9511,Planet,Lusa South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Light rain
9512,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Clear
9513,Planet,Lusa South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Heavy rain
9514,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Clear
9515,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Double rainbow
9516,Planet,Lusa South,Object,Battle Axe,Rarity,1,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Clear
9517,Planet,Lusa North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Heavy rain
9518,Planet,Lusa North,Object,Zandoan Vine Bow,Rarity,37,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Ocean winds
9519,Planet,Lusa North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Clear
9520,Planet,Lusa North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Rain drops
9521,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Clear
9522,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Clear
9523,Planet,Lusa South,Object,Ice Cleaver,Rarity,8,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Ocean winds
9524,Planet,Lusa South,Object,Minasan Bow,Rarity,18,Inhabitant,Gredican M,Light,Ocean reflection,Weather,Clear
9525,Planet,Lusa South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Clear
9526,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Light rain
9527,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Double rainbow
9528,Planet,Lusa North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Rain drops
9529,Planet,Lusa South,Object,Cristallian Staff,Rarity,12,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Light rain
9530,Planet,Lusa North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Star dust
9531,Planet,Lusa North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Clear
9532,Planet,Lusa South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Rain drops
9533,Planet,Lusa North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Clear
9534,Planet,Lusa North,Object,Staff of Zando,Rarity,16,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Rain drops
9535,Planet,Lusa North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Ocean winds
9536,Planet,Lusa North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Clear
9537,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Rain drops
9538,Planet,Lusa South,Object,Cristallian Staff,Rarity,12,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Rain drops
9539,Planet,Lusa North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Double rainbow
9540,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Heavy rain
9541,Planet,Lusa South,Object,Golden Hammer,Rarity,3,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Star dust
9542,Planet,Lusa South,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Rain drops
9543,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Rain drops
9544,Planet,Lusa North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Rain drops
9545,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Clear
9546,Planet,Lusa South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Light rain
9547,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Star dust
9548,Planet,Lusa South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Star dust
9549,Planet,Lusa South,Object,Battle Axe,Rarity,1,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Double rainbow
9550,Planet,Lusa South,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Star dust
9551,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Rain drops
9552,Planet,Lusa South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Clear
9553,Planet,Lusa South,Object,Ice Cleaver,Rarity,8,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Clear
9554,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Ocean winds
9555,Planet,Lusa North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Light rain
9556,Planet,Lusa North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Rain drops
9557,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Double rainbow
9558,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Gredican M,Light,Ocean reflection,Weather,Clear
9559,Planet,Lusa South,Object,Ice Cleaver,Rarity,8,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Rain drops
9560,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Heavy rain
9561,Planet,Lusa South,Object,Minasan Bow,Rarity,18,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Light rain
9562,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Clear
9563,Planet,Lusa North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Double rainbow
9564,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Rain drops
9565,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Heavy rain
9566,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Rain drops
9567,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Star dust
9568,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Rain drops
9569,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Rain drops
9570,Planet,Lusa South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Ocean winds
9571,Planet,Lusa North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Ocean winds
9572,Planet,Lusa South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Lusan F,Light,Ocean reflection,Weather,Clear
9573,Planet,Lusa North,Object,The Eternal Torch,Rarity,4,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Rain drops
9574,Planet,Lusa North,Object,Gredican Sword,Rarity,28,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Ocean winds
9575,Planet,Lusa South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Ocean winds
9576,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Clear
9577,Planet,Lusa North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Ocean winds
9578,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Lusan F,Light,Ocean reflection,Weather,Heavy rain
9579,Planet,Lusa South,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Rain drops
9580,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Light rain
9581,Planet,Lusa North,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Heavy rain
9582,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Ocean winds
9583,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Heavy rain
9584,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Clear
9585,Planet,Lusa North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Clear
9586,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Heavy rain
9587,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Star dust
9588,Planet,Lusa North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Double rainbow
9589,Planet,Lusa North,Object,Minasan Bow,Rarity,18,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Star dust
9590,Planet,Lusa North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Ocean winds
9591,Planet,Lusa South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Rain drops
9592,Planet,Lusa South,Object,Cristallian Ray Gun,Rarity,33,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Clear
9593,Planet,Lusa North,Object,Staff of Zando,Rarity,16,Inhabitant,Gredican M,Light,Ocean reflection,Weather,Light rain
9594,Planet,Lusa North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Ocean winds
9595,Planet,Lusa South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Clear
9596,Planet,Lusa South,Object,The Eternal Torch,Rarity,4,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Double rainbow
9597,Planet,Lusa North,Object,Cristallian Sword,Rarity,29,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Clear
9598,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Ocean winds
9599,Planet,Lusa North,Object,Minasan Bow,Rarity,18,Inhabitant,Gredican M,Light,Ocean reflection,Weather,Light rain
9600,Planet,Lusa South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Clear
9601,Planet,Lusa North,Object,The Eternal Torch,Rarity,4,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Ocean winds
9602,Planet,Lusa North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Heavy rain
9603,Planet,Lusa South,Object,SST Fishing Pole,Rarity,30,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Clear
9604,Planet,Lusa South,Object,Ozaran Blaster,Rarity,34,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Clear
9605,Planet,Lusa South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Clear
9606,Planet,Lusa North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Heavy rain
9607,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Heavy rain
9608,Planet,Lusa South,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Star dust
9609,Planet,Lusa North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Light rain
9610,Planet,Lusa North,Object,Minasan Bow,Rarity,18,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Light rain
9611,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Clear
9612,Planet,Lusa South,Object,Battle Axe,Rarity,1,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Light rain
9613,Planet,Lusa North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Ocean winds
9614,Planet,Lusa South,Object,Cristallian Staff,Rarity,12,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Double rainbow
9615,Planet,Lusa North,Object,Cristallian Staff,Rarity,12,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Ocean winds
9616,Planet,Lusa North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Cristallian M,Light,Ocean reflection,Weather,Light rain
9617,Planet,Lusa South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Clear
9618,Planet,Lusa South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Clear
9619,Planet,Lusa South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Ocean winds
9620,Planet,Lusa South,Object,Gredican Sword,Rarity,28,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Star dust
9621,Planet,Lusa North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Sindarin F,Light,Ocean reflection,Weather,Light rain
9622,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Heavy rain
9623,Planet,Lusa South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Rain drops
9624,Planet,Lusa North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Ocean winds
9625,Planet,Lusa South,Object,The Eternal Torch,Rarity,4,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Rain drops
9626,Planet,Lusa South,Object,Cristallian Staff,Rarity,12,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Rain drops
9627,Planet,Lusa North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Double rainbow
9628,Planet,Lusa South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan F,Light,Ocean reflection,Weather,Rain drops
9629,Planet,Lusa South,Object,Golden Hammer,Rarity,3,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Double rainbow
9630,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Clear
9631,Planet,Lusa South,Object,Battle Axe,Rarity,1,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Rain drops
9632,Planet,Lusa South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Clear
9633,Planet,Lusa South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Zandoan M,Light,Ocean reflection,Weather,Ocean winds
9634,Planet,Lusa North,Object,Battle Shovel,Rarity,2,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Light rain
9635,Planet,Lusa South,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Pampan M,Light,Ocean reflection,Weather,Double rainbow
9636,Planet,Lusa South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Light rain
9637,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Light rain
9638,Planet,Lusa North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Light rain
9639,Planet,Lusa South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Rain drops
9640,Planet,Lusa North,Object,The Eternal Torch,Rarity,4,Inhabitant,Zandoan F,Light,Ocean reflection,Weather,Heavy rain
9641,Planet,Lusa South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Rain drops
9642,Planet,Lusa North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Clear
9643,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Ocean winds
9644,Planet,Lusa North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Lusan F,Light,Ocean reflection,Weather,Clear
9645,Planet,Lusa South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Clear
9646,Planet,Lusa South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Clear
9647,Planet,Lusa North,Object,SST Fishing Pole,Rarity,30,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Rain drops
9648,Planet,Lusa North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Star dust
9649,Planet,Lusa North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Double rainbow
9650,Planet,Lusa South,Object,Battle Shovel,Rarity,2,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Ocean winds
9651,Planet,Lusa North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Kitan M,Light,Ocean reflection,Weather,Rain drops
9652,Planet,Lusa North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Gredican F,Light,Ocean reflection,Weather,Clear
9653,Planet,Lusa South,Object,Battle Axe,Rarity,1,Inhabitant,Cristallian F,Light,Ocean reflection,Weather,Light rain
9654,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Rain drops
9655,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Cruthan M,Light,Ocean reflection,Weather,Double rainbow
9656,Planet,Lusa South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Clear
9657,Planet,Lusa North,Object,Gredican Sword,Rarity,28,Inhabitant,Ozaran F,Light,Ocean reflection,Weather,Heavy rain
9658,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Sindarin M,Light,Ocean reflection,Weather,Double rainbow
9659,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Kitan F,Light,Ocean reflection,Weather,Clear
9660,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Heavy rain
9661,Planet,Lusa South,Object,The Eternal Torch,Rarity,4,Inhabitant,Minasan F,Light,Ocean reflection,Weather,Heavy rain
9662,Planet,Lusa North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Light rain
9663,Planet,Lusa South,Object,Staff of Zando,Rarity,16,Inhabitant,Ozaran M,Light,Ocean reflection,Weather,Double rainbow
9664,Planet,Lusa North,Object,Cristallian Bow,Rarity,21,Inhabitant,Lusan M,Light,Ocean reflection,Weather,Heavy rain
9665,Planet,Lusa North,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan M,Light,Ocean reflection,Weather,Light rain
9666,Planet,Lusa South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cruthan F,Light,Ocean reflection,Weather,Rain drops
9667,Planet,Lusa North,Object,Ice Cleaver,Rarity,8,Inhabitant,Pampan F,Light,Ocean reflection,Weather,Ocean winds
