id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value
8852,Planet,Minas South,Rarity,20,Inhabitant,Ozaran M
8853,Planet,Minas South,Rarity,31,Inhabitant,Cristallian M
8854,Planet,Minas North,Rarity,23,Inhabitant,Gredican F
8855,Planet,Minas South,Rarity,7,Inhabitant,Kitan M
8856,Planet,Minas South,Rarity,28,Inhabitant,Kitan F
8857,Planet,Minas North,Rarity,10,Inhabitant,Ozaran F
8858,Planet,Minas South,Rarity,15,Inhabitant,Gredican M
8859,Planet,Minas South,Rarity,5,Inhabitant,Ozaran M
8860,Planet,Minas North,Rarity,25,Inhabitant,Minasan F
8861,Planet,Minas South,Rarity,31,Inhabitant,Kitan F
8862,Planet,Minas North,Rarity,7,Inhabitant,Ozaran F
8863,Planet,Minas North,Rarity,23,Inhabitant,Zandoan M
8864,Planet,Minas South,Rarity,6,Inhabitant,Cristallian F
8865,Planet,Minas South,Rarity,27,Inhabitant,Ozaran M
8866,Planet,Minas South,Rarity,11,Inhabitant,Ozaran F
8867,Planet,Minas North,Rarity,13,Inhabitant,Kitan M
8868,Planet,Minas South,Rarity,15,Inhabitant,Sindarin F
8869,Planet,Minas South,Rarity,14,Inhabitant,Cruthan M
8870,Planet,Minas South,Rarity,4,Inhabitant,Minasan M
8871,Planet,Minas South,Rarity,10,Inhabitant,Gredican F
8872,Planet,Minas North,Rarity,6,Inhabitant,Pampan M
8873,Planet,Minas South,Rarity,18,Inhabitant,Kitan M
8874,Planet,Minas South,Rarity,18,Inhabitant,Kitan M
8875,Planet,Minas South,Rarity,9,Inhabitant,Cruthan M
8876,Planet,Minas North,Rarity,25,Inhabitant,Lusan M
8877,Planet,Minas South,Rarity,17,Inhabitant,Lusan M
8878,Planet,Minas South,Rarity,6,Inhabitant,Kitan M
8879,Planet,Minas South,Rarity,2,Inhabitant,Sindarin M
8880,Planet,Minas North,Rarity,26,Inhabitant,Sindarin M
8881,Planet,Minas South,Rarity,14,Inhabitant,Pampan F
8882,Planet,Minas South,Rarity,7,Inhabitant,Cruthan M
8883,Planet,Minas North,Rarity,13,Inhabitant,Pampan F
8884,Planet,Minas South,Rarity,18,Inhabitant,Pampan M
8885,Planet,Minas North,Rarity,11,Inhabitant,Cristallian M
8886,Planet,Minas North,Rarity,33,Inhabitant,Minasan F
8887,Planet,Minas South,Rarity,22,Inhabitant,Sindarin M
8888,Planet,Minas South,Rarity,21,Inhabitant,Gredican M
8889,Planet,Minas North,Rarity,27,Inhabitant,Ozaran M
8890,Planet,Minas North,Rarity,33,Inhabitant,Kitan F
8891,Planet,Minas North,Rarity,6,Inhabitant,Sindarin M
8892,Planet,Minas South,Rarity,4,Inhabitant,Minasan M
8893,Planet,Minas North,Rarity,7,Inhabitant,Cruthan M
8894,Planet,Minas North,Rarity,9,Inhabitant,Zandoan F
8895,Planet,Minas South,Rarity,3,Inhabitant,Cruthan M
8896,Planet,Minas South,Rarity,7,Inhabitant,Cristallian F
8897,Planet,Minas North,Rarity,37,Inhabitant,Ozaran M
8898,Planet,Minas South,Rarity,25,Inhabitant,Gredican F
8899,Planet,Minas South,Rarity,32,Inhabitant,Lusan F
8900,Planet,Minas North,Rarity,10,Inhabitant,Cristallian F
8901,Planet,Minas North,Rarity,3,Inhabitant,Kitan F
8902,Planet,Minas South,Rarity,8,Inhabitant,Lusan F
8903,Planet,Minas South,Rarity,21,Inhabitant,Zandoan F
8904,Planet,Minas North,Rarity,27,Inhabitant,Sindarin M
8905,Planet,Minas South,Rarity,6,Inhabitant,Sindarin F
8906,Planet,Minas North,Rarity,5,Inhabitant,Cristallian M
8907,Planet,Minas North,Rarity,8,Inhabitant,Zandoan M
8908,Planet,Minas South,Rarity,19,Inhabitant,Pampan M
8909,Planet,Minas South,Rarity,15,Inhabitant,Pampan M
8910,Planet,Minas South,Rarity,10,Inhabitant,Pampan M
8911,Planet,Minas South,Rarity,18,Inhabitant,Sindarin M
8912,Planet,Minas North,Rarity,15,Inhabitant,Sindarin M
8913,Planet,Minas North,Rarity,5,Inhabitant,Zandoan F
8914,Planet,Minas North,Rarity,26,Inhabitant,Sindarin F
8915,Planet,Minas North,Rarity,18,Inhabitant,Cristallian F
8916,Planet,Minas North,Rarity,12,Inhabitant,Kitan M
8917,Planet,Minas South,Rarity,14,Inhabitant,Sindarin F
8918,Planet,Minas South,Rarity,5,Inhabitant,Lusan F
8919,Planet,Minas South,Rarity,30,Inhabitant,Minasan M
8920,Planet,Minas North,Rarity,32,Inhabitant,Sindarin M
8921,Planet,Minas North,Rarity,23,Inhabitant,Cruthan M
8922,Planet,Minas South,Rarity,18,Inhabitant,Kitan M
8923,Planet,Minas North,Rarity,2,Inhabitant,Sindarin M
8924,Planet,Minas South,Rarity,29,Inhabitant,Lusan F
8925,Planet,Minas South,Rarity,23,Inhabitant,Lusan F
8926,Planet,Minas South,Rarity,32,Inhabitant,Ozaran F
8927,Planet,Minas North,Rarity,16,Inhabitant,Kitan M
8928,Planet,Minas South,Rarity,5,Inhabitant,Cristallian M
8929,Planet,Minas South,Rarity,7,Inhabitant,Gredican M
8930,Planet,Minas North,Rarity,16,Inhabitant,Zandoan F
8931,Planet,Minas North,Rarity,16,Inhabitant,Kitan F
8932,Planet,Minas South,Rarity,8,Inhabitant,Lusan F
8933,Planet,Minas South,Rarity,19,Inhabitant,Ozaran M
8934,Planet,Minas South,Rarity,22,Inhabitant,Lusan F
8935,Planet,Minas South,Rarity,33,Inhabitant,Sindarin F
8936,Planet,Minas North,Rarity,16,Inhabitant,Lusan F
8937,Planet,Minas South,Rarity,18,Inhabitant,Pampan F
8938,Planet,Minas South,Rarity,27,Inhabitant,Ozaran F
8939,Planet,Minas North,Rarity,31,Inhabitant,Cruthan F
8940,Planet,Minas North,Rarity,1,Inhabitant,Minasan M
8941,Planet,Minas North,Rarity,1,Inhabitant,Zandoan M
8942,Planet,Minas North,Rarity,15,Inhabitant,Kitan M
8943,Planet,Minas South,Rarity,14,Inhabitant,Minasan F
8944,Planet,Minas North,Rarity,10,Inhabitant,Pampan M
8945,Planet,Minas South,Rarity,19,Inhabitant,Pampan M
8946,Planet,Minas South,Rarity,4,Inhabitant,Kitan M
8947,Planet,Minas North,Rarity,12,Inhabitant,Minasan M
8948,Planet,Minas North,Rarity,15,Inhabitant,Pampan F
8949,Planet,Minas North,Rarity,22,Inhabitant,Zandoan M
8950,Planet,Minas North,Rarity,9,Inhabitant,Cruthan M
8951,Planet,Minas North,Rarity,6,Inhabitant,Pampan F
8952,Planet,Minas South,Rarity,10,Inhabitant,Cruthan M
8953,Planet,Minas North,Rarity,2,Inhabitant,Zandoan M
8954,Planet,Minas North,Rarity,15,Inhabitant,Zandoan F
8955,Planet,Minas North,Rarity,4,Inhabitant,Ozaran M
8956,Planet,Minas South,Rarity,28,Inhabitant,Zandoan M
8957,Planet,Minas North,Rarity,17,Inhabitant,Pampan F
8958,Planet,Minas South,Rarity,22,Inhabitant,Cruthan M
8959,Planet,Minas South,Rarity,23,Inhabitant,Sindarin F
8960,Planet,Minas North,Rarity,11,Inhabitant,Lusan F
8961,Planet,Minas South,Rarity,31,Inhabitant,Kitan F
8962,Planet,Minas South,Rarity,20,Inhabitant,Pampan M
8963,Planet,Minas North,Rarity,19,Inhabitant,Sindarin M
8964,Planet,Minas South,Rarity,20,Inhabitant,Sindarin M
8965,Planet,Minas North,Rarity,11,Inhabitant,Zandoan M
8966,Planet,Minas North,Rarity,12,Inhabitant,Zandoan F
8967,Planet,Minas South,Rarity,6,Inhabitant,Ozaran F
8968,Planet,Minas South,Rarity,13,Inhabitant,Kitan F
8969,Planet,Minas South,Rarity,5,Inhabitant,Kitan M
8970,Planet,Minas South,Rarity,11,Inhabitant,Pampan M
8971,Planet,Minas North,Rarity,22,Inhabitant,Pampan F
8972,Planet,Minas South,Rarity,13,Inhabitant,Kitan M
8973,Planet,Minas North,Rarity,20,Inhabitant,Gredican M
8974,Planet,Minas South,Rarity,3,Inhabitant,Minasan F
8975,Planet,Minas North,Rarity,10,Inhabitant,Cruthan F
8976,Planet,Minas North,Rarity,11,Inhabitant,Kitan M
8977,Planet,Minas North,Rarity,20,Inhabitant,Cristallian F
8978,Planet,Minas North,Rarity,6,Inhabitant,Gredican F
8979,Planet,Minas North,Rarity,2,Inhabitant,Sindarin F
8980,Planet,Minas North,Rarity,22,Inhabitant,Minasan F
8981,Planet,Minas North,Rarity,7,Inhabitant,Lusan M
8982,Planet,Minas South,Rarity,26,Inhabitant,Pampan F
8983,Planet,Minas South,Rarity,7,Inhabitant,Ozaran M
8984,Planet,Minas North,Rarity,25,Inhabitant,Kitan M
8985,Planet,Minas North,Rarity,5,Inhabitant,Gredican M
8986,Planet,Minas North,Rarity,38,Inhabitant,Cristallian F
8987,Planet,Minas South,Rarity,32,Inhabitant,Lusan M
8988,Planet,Minas South,Rarity,1,Inhabitant,Kitan F
8989,Planet,Minas North,Rarity,27,Inhabitant,Lusan F
8990,Planet,Minas South,Rarity,15,Inhabitant,Cristallian M
8991,Planet,Minas South,Rarity,19,Inhabitant,Gredican F
8992,Planet,Minas North,Rarity,8,Inhabitant,Cruthan F
8993,Planet,Minas South,Rarity,5,Inhabitant,Lusan M
8994,Planet,Minas South,Rarity,17,Inhabitant,Gredican F
8995,Planet,Minas South,Rarity,6,Inhabitant,Ozaran F
8996,Planet,Minas South,Rarity,17,Inhabitant,Sindarin M
8997,Planet,Minas North,Rarity,30,Inhabitant,Cristallian F
8998,Planet,Minas South,Rarity,4,Inhabitant,Sindarin M
8999,Planet,Minas South,Rarity,11,Inhabitant,Kitan M
9000,Planet,Minas North,Rarity,9,Inhabitant,Sindarin F
9001,Planet,Lusa North,Rarity,5,Inhabitant,Ozaran M
9002,Planet,Lusa North,Rarity,16,Inhabitant,Cruthan M
9003,Planet,Lusa South,Rarity,31,Inhabitant,Sindarin F
9004,Planet,Lusa North,Rarity,12,Inhabitant,Ozaran F
9005,Planet,Lusa North,Rarity,19,Inhabitant,Cruthan M
9006,Planet,Lusa North,Rarity,24,Inhabitant,Kitan M
9007,Planet,Lusa North,Rarity,28,Inhabitant,Sindarin F
9008,Planet,Lusa North,Rarity,9,Inhabitant,Lusan M
9009,Planet,Lusa South,Rarity,11,Inhabitant,Minasan F
9010,Planet,Lusa South,Rarity,22,Inhabitant,Cruthan M
9011,Planet,Lusa South,Rarity,25,Inhabitant,Zandoan F
9012,Planet,Lusa North,Rarity,9,Inhabitant,Zandoan M
9013,Planet,Lusa North,Rarity,13,Inhabitant,Kitan M
9014,Planet,Lusa South,Rarity,2,Inhabitant,Sindarin M
9015,Planet,Lusa North,Rarity,17,Inhabitant,Lusan F
9016,Planet,Lusa South,Rarity,1,Inhabitant,Ozaran M
9017,Planet,Lusa South,Rarity,4,Inhabitant,Ozaran F
9018,Planet,Lusa North,Rarity,24,Inhabitant,Sindarin F
9019,Planet,Lusa North,Rarity,18,Inhabitant,Cristallian M
9020,Planet,Lusa North,Rarity,3,Inhabitant,Minasan M
9021,Planet,Lusa South,Rarity,17,Inhabitant,Sindarin F
9022,Planet,Lusa South,Rarity,15,Inhabitant,Minasan M
9023,Planet,Lusa South,Rarity,14,Inhabitant,Zandoan F
9024,Planet,Lusa South,Rarity,6,Inhabitant,Ozaran F
9025,Planet,Lusa South,Rarity,2,Inhabitant,Gredican M
9026,Planet,Lusa North,Rarity,15,Inhabitant,Minasan F
9027,Planet,Lusa North,Rarity,13,Inhabitant,Sindarin M
9028,Planet,Lusa North,Rarity,18,Inhabitant,Minasan M
9029,Planet,Lusa North,Rarity,25,Inhabitant,Sindarin M
9030,Planet,Lusa South,Rarity,15,Inhabitant,Sindarin F
9031,Planet,Lusa North,Rarity,16,Inhabitant,Cristallian F
9032,Planet,Lusa South,Rarity,11,Inhabitant,Zandoan F
9033,Planet,Lusa South,Rarity,32,Inhabitant,Pampan F
9034,Planet,Lusa North,Rarity,5,Inhabitant,Zandoan M
9035,Planet,Lusa South,Rarity,24,Inhabitant,Minasan F
9036,Planet,Lusa North,Rarity,12,Inhabitant,Gredican M
9037,Planet,Lusa South,Rarity,11,Inhabitant,Kitan F
9038,Planet,Lusa North,Rarity,7,Inhabitant,Lusan M
9039,Planet,Lusa South,Rarity,26,Inhabitant,Cruthan M
9040,Planet,Lusa South,Rarity,8,Inhabitant,Sindarin M
9041,Planet,Lusa North,Rarity,4,Inhabitant,Kitan M
9042,Planet,Lusa South,Rarity,3,Inhabitant,Sindarin M
9043,Planet,Lusa North,Rarity,9,Inhabitant,Lusan M
9044,Planet,Lusa North,Rarity,12,Inhabitant,Ozaran M
9045,Planet,Lusa North,Rarity,20,Inhabitant,Minasan F
9046,Planet,Lusa North,Rarity,5,Inhabitant,Ozaran F
9047,Planet,Lusa North,Rarity,19,Inhabitant,Ozaran F
9048,Planet,Lusa North,Rarity,8,Inhabitant,Zandoan M
9049,Planet,Lusa North,Rarity,2,Inhabitant,Ozaran F
9050,Planet,Lusa South,Rarity,11,Inhabitant,Minasan F
9051,Planet,Lusa North,Rarity,4,Inhabitant,Minasan M
9052,Planet,Lusa South,Rarity,21,Inhabitant,Sindarin M
9053,Planet,Lusa North,Rarity,13,Inhabitant,Zandoan M
9054,Planet,Lusa South,Rarity,25,Inhabitant,Cruthan F
9055,Planet,Lusa South,Rarity,27,Inhabitant,Gredican M
9056,Planet,Lusa North,Rarity,2,Inhabitant,Ozaran F
9057,Planet,Lusa South,Rarity,15,Inhabitant,Ozaran M
9058,Planet,Lusa South,Rarity,6,Inhabitant,Minasan F
9059,Planet,Lusa South,Rarity,13,Inhabitant,Minasan M
9060,Planet,Lusa North,Rarity,20,Inhabitant,Zandoan M
9061,Planet,Lusa South,Rarity,2,Inhabitant,Zandoan M
9062,Planet,Lusa South,Rarity,14,Inhabitant,Lusan F
9063,Planet,Lusa North,Rarity,1,Inhabitant,Cristallian M
9064,Planet,Lusa North,Rarity,12,Inhabitant,Cristallian F
9065,Planet,Lusa South,Rarity,9,Inhabitant,Minasan F
9066,Planet,Lusa North,Rarity,17,Inhabitant,Pampan M
9067,Planet,Lusa South,Rarity,24,Inhabitant,Cruthan M
9068,Planet,Lusa North,Rarity,40,Inhabitant,Ozaran F
9069,Planet,Lusa South,Rarity,7,Inhabitant,Cristallian M
9070,Planet,Lusa South,Rarity,12,Inhabitant,Ozaran M
9071,Planet,Lusa North,Rarity,29,Inhabitant,Cristallian F
9072,Planet,Lusa North,Rarity,18,Inhabitant,Ozaran F
9073,Planet,Lusa North,Rarity,26,Inhabitant,Lusan M
9074,Planet,Lusa North,Rarity,20,Inhabitant,Kitan F
9075,Planet,Lusa North,Rarity,2,Inhabitant,Minasan F
9076,Planet,Lusa South,Rarity,3,Inhabitant,Minasan F
9077,Planet,Lusa South,Rarity,28,Inhabitant,Minasan F
9078,Planet,Lusa South,Rarity,16,Inhabitant,Minasan M
9079,Planet,Lusa South,Rarity,25,Inhabitant,Ozaran F
9080,Planet,Lusa North,Rarity,5,Inhabitant,Lusan F
9081,Planet,Lusa North,Rarity,34,Inhabitant,Zandoan M
9082,Planet,Lusa North,Rarity,17,Inhabitant,Cruthan M
9083,Planet,Lusa South,Rarity,21,Inhabitant,Ozaran F
9084,Planet,Lusa North,Rarity,17,Inhabitant,Gredican F
9085,Planet,Lusa South,Rarity,3,Inhabitant,Cruthan F
9086,Planet,Lusa North,Rarity,20,Inhabitant,Ozaran F
9087,Planet,Lusa North,Rarity,20,Inhabitant,Lusan M
9088,Planet,Lusa North,Rarity,11,Inhabitant,Gredican F
9089,Planet,Lusa North,Rarity,7,Inhabitant,Sindarin M
9090,Planet,Lusa South,Rarity,31,Inhabitant,Cruthan F
9091,Planet,Lusa North,Rarity,2,Inhabitant,Zandoan F
9092,Planet,Lusa South,Rarity,21,Inhabitant,Sindarin M
9093,Planet,Lusa South,Rarity,32,Inhabitant,Kitan M
9094,Planet,Lusa North,Rarity,13,Inhabitant,Cristallian F
9095,Planet,Lusa South,Rarity,5,Inhabitant,Zandoan M
9096,Planet,Lusa South,Rarity,4,Inhabitant,Sindarin F
9097,Planet,Lusa North,Rarity,9,Inhabitant,Pampan M
9098,Planet,Lusa North,Rarity,3,Inhabitant,Kitan F
9099,Planet,Lusa South,Rarity,9,Inhabitant,Kitan M
9100,Planet,Lusa North,Rarity,11,Inhabitant,Kitan F
9101,Planet,Lusa North,Rarity,4,Inhabitant,Cruthan M
9102,Planet,Lusa North,Rarity,5,Inhabitant,Lusan F
9103,Planet,Lusa South,Rarity,35,Inhabitant,Cristallian F
9104,Planet,Lusa South,Rarity,21,Inhabitant,Lusan F
9105,Planet,Lusa North,Rarity,32,Inhabitant,Ozaran M
9106,Planet,Lusa North,Rarity,2,Inhabitant,Pampan M
9107,Planet,Lusa South,Rarity,10,Inhabitant,Cristallian F
9108,Planet,Lusa North,Rarity,14,Inhabitant,Kitan M
9109,Planet,Lusa South,Rarity,4,Inhabitant,Cristallian M
9110,Planet,Lusa North,Rarity,2,Inhabitant,Ozaran M
9111,Planet,Lusa South,Rarity,26,Inhabitant,Kitan M
9112,Planet,Lusa South,Rarity,18,Inhabitant,Lusan M
9113,Planet,Lusa South,Rarity,10,Inhabitant,Kitan F
9114,Planet,Lusa South,Rarity,13,Inhabitant,Gredican F
9115,Planet,Lusa North,Rarity,7,Inhabitant,Ozaran M
9116,Planet,Lusa South,Rarity,29,Inhabitant,Minasan F
9117,Planet,Lusa South,Rarity,11,Inhabitant,Sindarin F
9118,Planet,Lusa North,Rarity,3,Inhabitant,Kitan M
9119,Planet,Lusa South,Rarity,32,Inhabitant,Gredican F
9120,Planet,Lusa North,Rarity,8,Inhabitant,Pampan F
9121,Planet,Lusa South,Rarity,2,Inhabitant,Gredican M
9122,Planet,Lusa North,Rarity,2,Inhabitant,Minasan M
9123,Planet,Lusa North,Rarity,28,Inhabitant,Gredican F
9124,Planet,Lusa North,Rarity,21,Inhabitant,Cruthan F
9125,Planet,Lusa South,Rarity,11,Inhabitant,Cruthan M
9126,Planet,Lusa North,Rarity,13,Inhabitant,Kitan F
9127,Planet,Lusa South,Rarity,17,Inhabitant,Pampan M
9128,Planet,Lusa North,Rarity,1,Inhabitant,Pampan M
9129,Planet,Lusa North,Rarity,11,Inhabitant,Cristallian M
9130,Planet,Lusa North,Rarity,7,Inhabitant,Pampan M
9131,Planet,Lusa South,Rarity,31,Inhabitant,Pampan M
9132,Planet,Lusa North,Rarity,13,Inhabitant,Lusan F
9133,Planet,Lusa North,Rarity,5,Inhabitant,Ozaran F
9134,Planet,Lusa North,Rarity,14,Inhabitant,Pampan M
9135,Planet,Lusa North,Rarity,28,Inhabitant,Minasan M
9136,Planet,Lusa South,Rarity,31,Inhabitant,Cruthan F
9137,Planet,Lusa North,Rarity,21,Inhabitant,Lusan M
9138,Planet,Lusa North,Rarity,31,Inhabitant,Cruthan M
9139,Planet,Lusa South,Rarity,29,Inhabitant,Gredican M
9140,Planet,Lusa South,Rarity,13,Inhabitant,Minasan F
9141,Planet,Lusa North,Rarity,7,Inhabitant,Minasan F
9142,Planet,Lusa North,Rarity,6,Inhabitant,Cruthan F
9143,Planet,Lusa South,Rarity,2,Inhabitant,Minasan M
9144,Planet,Lusa South,Rarity,21,Inhabitant,Sindarin F
9145,Planet,Lusa South,Rarity,6,Inhabitant,Ozaran F
9146,Planet,Lusa North,Rarity,4,Inhabitant,Cristallian F
9147,Planet,Lusa South,Rarity,31,Inhabitant,Minasan F
9148,Planet,Lusa South,Rarity,2,Inhabitant,Cristallian F
9149,Planet,Lusa North,Rarity,1,Inhabitant,Kitan M
9150,Planet,Lusa South,Rarity,7,Inhabitant,Kitan F
9151,Planet,Lusa South,Rarity,16,Inhabitant,Sindarin M
9152,Planet,Lusa South,Rarity,32,Inhabitant,Gredican F
9153,Planet,Lusa South,Rarity,20,Inhabitant,Lusan M
9154,Planet,Lusa South,Rarity,19,Inhabitant,Pampan M
9155,Planet,Lusa North,Rarity,28,Inhabitant,Cristallian F
9156,Planet,Lusa South,Rarity,14,Inhabitant,Sindarin M
9157,Planet,Lusa South,Rarity,14,Inhabitant,Kitan F
9158,Planet,Lusa North,Rarity,30,Inhabitant,Minasan F
9159,Planet,Lusa North,Rarity,6,Inhabitant,Sindarin M
9160,Planet,Lusa South,Rarity,10,Inhabitant,Kitan M
9161,Planet,Lusa North,Rarity,22,Inhabitant,Ozaran M
9162,Planet,Lusa South,Rarity,4,Inhabitant,Zandoan M
9163,Planet,Lusa South,Rarity,3,Inhabitant,Pampan M
9164,Planet,Lusa South,Rarity,1,Inhabitant,Cristallian M
9165,Planet,Lusa North,Rarity,19,Inhabitant,Cristallian F
9166,Planet,Lusa North,Rarity,3,Inhabitant,Sindarin F
9167,Planet,Lusa North,Rarity,15,Inhabitant,Gredican M
9168,Planet,Lusa South,Rarity,12,Inhabitant,Minasan M
9169,Planet,Lusa North,Rarity,18,Inhabitant,Lusan M
9170,Planet,Lusa North,Rarity,13,Inhabitant,Ozaran M
9171,Planet,Lusa South,Rarity,5,Inhabitant,Lusan M
9172,Planet,Lusa South,Rarity,12,Inhabitant,Zandoan M
9173,Planet,Lusa South,Rarity,7,Inhabitant,Minasan M
9174,Planet,Lusa South,Rarity,13,Inhabitant,Lusan F
9175,Planet,Lusa North,Rarity,14,Inhabitant,Kitan F
9176,Planet,Lusa South,Rarity,5,Inhabitant,Cristallian M
9177,Planet,Lusa South,Rarity,5,Inhabitant,Cruthan F
9178,Planet,Lusa South,Rarity,12,Inhabitant,Zandoan F
9179,Planet,Lusa South,Rarity,8,Inhabitant,Lusan F
9180,Planet,Lusa South,Rarity,24,Inhabitant,Cristallian F
9181,Planet,Lusa North,Rarity,14,Inhabitant,Minasan F
9182,Planet,Lusa South,Rarity,10,Inhabitant,Lusan F
9183,Planet,Lusa South,Rarity,3,Inhabitant,Pampan M
9184,Planet,Lusa South,Rarity,11,Inhabitant,Pampan F
9185,Planet,Lusa North,Rarity,21,Inhabitant,Kitan F
9186,Planet,Lusa South,Rarity,25,Inhabitant,Minasan F
9187,Planet,Lusa South,Rarity,23,Inhabitant,Cruthan F
9188,Planet,Lusa North,Rarity,3,Inhabitant,Pampan F
9189,Planet,Lusa North,Rarity,1,Inhabitant,Gredican M
9190,Planet,Lusa North,Rarity,6,Inhabitant,Zandoan F
9191,Planet,Lusa South,Rarity,27,Inhabitant,Zandoan M
9192,Planet,Lusa South,Rarity,19,Inhabitant,Zandoan F
9193,Planet,Lusa South,Rarity,3,Inhabitant,Zandoan F
9194,Planet,Lusa North,Rarity,30,Inhabitant,Cruthan F
9195,Planet,Lusa South,Rarity,3,Inhabitant,Cruthan M
9196,Planet,Lusa South,Rarity,8,Inhabitant,Cruthan F
9197,Planet,Lusa North,Rarity,27,Inhabitant,Minasan M
9198,Planet,Lusa South,Rarity,3,Inhabitant,Zandoan F
9199,Planet,Lusa North,Rarity,11,Inhabitant,Cristallian F
9200,Planet,Lusa North,Rarity,7,Inhabitant,Zandoan F
9201,Planet,Lusa South,Rarity,2,Inhabitant,Cristallian M
9202,Planet,Lusa South,Rarity,2,Inhabitant,Ozaran F
9203,Planet,Lusa North,Rarity,13,Inhabitant,Minasan M
9204,Planet,Lusa South,Rarity,25,Inhabitant,Cruthan F
9205,Planet,Lusa South,Rarity,18,Inhabitant,Minasan M
9206,Planet,Lusa South,Rarity,17,Inhabitant,Cruthan M
9207,Planet,Lusa South,Rarity,30,Inhabitant,Pampan F
9208,Planet,Lusa North,Rarity,15,Inhabitant,Gredican M
9209,Planet,Lusa South,Rarity,22,Inhabitant,Kitan M
9210,Planet,Lusa South,Rarity,6,Inhabitant,Lusan M
9211,Planet,Lusa South,Rarity,12,Inhabitant,Zandoan F
9212,Planet,Lusa South,Rarity,15,Inhabitant,Gredican F
9213,Planet,Lusa South,Rarity,5,Inhabitant,Kitan F
9214,Planet,Lusa North,Rarity,8,Inhabitant,Cristallian M
9215,Planet,Lusa South,Rarity,14,Inhabitant,Kitan M
9216,Planet,Lusa North,Rarity,24,Inhabitant,Kitan M
9217,Planet,Lusa North,Rarity,19,Inhabitant,Ozaran M
9218,Planet,Lusa South,Rarity,26,Inhabitant,Cristallian F
9219,Planet,Lusa South,Rarity,5,Inhabitant,Pampan F
9220,Planet,Lusa North,Rarity,27,Inhabitant,Cruthan M
9221,Planet,Lusa North,Rarity,4,Inhabitant,Pampan F
9222,Planet,Lusa North,Rarity,7,Inhabitant,Zandoan F
9223,Planet,Lusa South,Rarity,4,Inhabitant,Minasan F
9224,Planet,Lusa South,Rarity,14,Inhabitant,Gredican F
9225,Planet,Lusa South,Rarity,12,Inhabitant,Zandoan F
9226,Planet,Lusa North,Rarity,10,Inhabitant,Zandoan F
9227,Planet,Lusa South,Rarity,25,Inhabitant,Lusan F
9228,Planet,Lusa North,Rarity,22,Inhabitant,Ozaran M
9229,Planet,Lusa North,Rarity,22,Inhabitant,Kitan F
9230,Planet,Lusa North,Rarity,27,Inhabitant,Ozaran M
9231,Planet,Lusa North,Rarity,35,Inhabitant,Ozaran M
9232,Planet,Lusa North,Rarity,13,Inhabitant,Zandoan F
9233,Planet,Lusa North,Rarity,6,Inhabitant,Minasan F
9234,Planet,Lusa South,Rarity,6,Inhabitant,Cristallian M
9235,Planet,Lusa North,Rarity,1,Inhabitant,Cristallian F
9236,Planet,Lusa South,Rarity,15,Inhabitant,Cristallian F
9237,Planet,Lusa North,Rarity,26,Inhabitant,Pampan M
9238,Planet,Lusa South,Rarity,28,Inhabitant,Zandoan M
9239,Planet,Lusa South,Rarity,25,Inhabitant,Gredican F
9240,Planet,Lusa North,Rarity,28,Inhabitant,Zandoan F
9241,Planet,Lusa South,Rarity,1,Inhabitant,Pampan F
9242,Planet,Lusa North,Rarity,3,Inhabitant,Kitan F
9243,Planet,Lusa South,Rarity,12,Inhabitant,Cristallian F
9244,Planet,Lusa South,Rarity,12,Inhabitant,Kitan M
9245,Planet,Lusa South,Rarity,3,Inhabitant,Zandoan M
9246,Planet,Lusa South,Rarity,4,Inhabitant,Minasan M
9247,Planet,Lusa South,Rarity,5,Inhabitant,Minasan F
9248,Planet,Lusa South,Rarity,5,Inhabitant,Cristallian M
9249,Planet,Lusa North,Rarity,6,Inhabitant,Zandoan M
9250,Planet,Lusa North,Rarity,15,Inhabitant,Cruthan F
9251,Planet,Lusa North,Rarity,22,Inhabitant,Gredican M
9252,Planet,Lusa North,Rarity,33,Inhabitant,Sindarin M
9253,Planet,Lusa North,Rarity,18,Inhabitant,Gredican M
9254,Planet,Lusa North,Rarity,27,Inhabitant,Ozaran M
9255,Planet,Lusa North,Rarity,2,Inhabitant,Lusan M
9256,Planet,Lusa North,Rarity,22,Inhabitant,Pampan F
9257,Planet,Lusa South,Rarity,3,Inhabitant,Cristallian M
9258,Planet,Lusa South,Rarity,29,Inhabitant,Minasan M
9259,Planet,Lusa South,Rarity,26,Inhabitant,Lusan F
9260,Planet,Lusa North,Rarity,1,Inhabitant,Kitan F
9261,Planet,Lusa North,Rarity,29,Inhabitant,Lusan F
9262,Planet,Lusa North,Rarity,6,Inhabitant,Minasan M
9263,Planet,Lusa South,Rarity,12,Inhabitant,Sindarin F
9264,Planet,Lusa North,Rarity,6,Inhabitant,Cruthan F
9265,Planet,Lusa South,Rarity,17,Inhabitant,Minasan F
9266,Planet,Lusa South,Rarity,24,Inhabitant,Kitan F
9267,Planet,Lusa South,Rarity,13,Inhabitant,Kitan F
9268,Planet,Lusa South,Rarity,14,Inhabitant,Sindarin F
9269,Planet,Lusa North,Rarity,28,Inhabitant,Cruthan F
9270,Planet,Lusa South,Rarity,10,Inhabitant,Cruthan M
9271,Planet,Lusa South,Rarity,16,Inhabitant,Kitan F
